,house_type,house_size,location,price,numBathrooms,numBalconies,verificationDate,SecurityDeposit,Status
0,2BHKApartment,1180,Ulwe,19000,2,0,2 years,0,Furnished
1,2BHKApartment,1120,Ulwe,12500,2,0,2 years,0,Unfurnished
2,2BHKApartment,1200,Panvel,22000,2,0,a month,0,Unfurnished
3,2BHKApartment,750,Kandivali West,28500,2,0,3 years,0,Unfurnished
4,3BHKApartment,1400,Chembur,50000,3,0,3 years,0,Semi-Furnished
5,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
6,1BHKApartment,700,Dombivali,9500,2,0,3 years,0,Unfurnished
7,1BHKApartment,600,Bandra West,55000,2,0,3 years,0,Furnished
8,1BHKApartment,600,Andheri East,50000,2,0,3 months,0,Furnished
9,2BHKApartment,1045,Bhayandar East,25000,1,0,a month,0,Semi-Furnished
10,4BHKApartment,1900,Goregaon West,175000,4,0,a month,0,Furnished
11,1BHKApartment,750,Colaba,100000,2,0,2 months,0,Furnished
12,2BHKApartment,1150,Kalamboli,20000,2,0,2 months,0,Unfurnished
13,3BHKApartment,1400,Ulwe,35000,3,0,2 months,0,Semi-Furnished
14,2BHKApartment,1246,Panvel,12000,3,0,2 months,0,Semi-Furnished
15,1BHKApartment,650,Palghar,4500,2,0,a month,0,Semi-Furnished
16,2BHKApartment,1000,Nerul,28000,2,0,a month,0,Unfurnished
17,3BHKApartment,1300,Kandivali East,77000,2,0,a month,0,Furnished
18,3BHKApartment,1050,Sion,175000,3,0,a month,0,Furnished
19,2BHKApartment,750,Andheri West,55000,2,0,a month,0,Unfurnished
20,4BHKApartment,1900,Juhu,360000,4,0,a month,0,Semi-Furnished
21,2BHKApartment,1360,Vasai,21500,2,0,a month,0,Semi-Furnished
22,1BHKApartment,710,Thakurli,13000,1,0,a month,0,Semi-Furnished
23,2BHKApartment,950,Powai,60000,2,0,a month,0,Furnished
24,3BHKApartment,1050,Andheri West,90000,3,0,a month,0,Semi-Furnished
25,3BHKApartment,2000,Jogeshwari East,145000,3,0,a month,0,Semi-Furnished
26,1BHKIndependentFloor,500,Mira Road East,7500,1,0,a month,0,Unfurnished
27,1BHKApartment,700,Thane West,18000,2,0,a month,0,Semi-Furnished
28,3BHKApartment,2175,Parel,230000,3,0,a month,0,Semi-Furnished
29,3BHKVilla,2800,Powai,145000,2,0,a month,0,Unfurnished
30,2BHKApartment,650,Prabhadevi,90000,2,0,a month,0,Semi-Furnished
31,2BHKApartment,750,Ghatkopar East,50000,3,0,a month,0,Semi-Furnished
32,1BHKApartment,670,Kalyan West,13000,2,0,a month,0,Semi-Furnished
33,1BHKApartment,275,Dadar East,18500,1,0,23 days,0,Unfurnished
34,2BHKApartment,1075,Chembur,68000,2,0,a month,0,Unfurnished
35,3BHKApartment,1000,vile parle west,125000,2,0,a month,0,Furnished
36,1BHKApartment,750,Bhandup West,24000,2,0,18 days,0,Unfurnished
37,3BHKApartment,1005,Borivali East,55000,3,0,a month,0,Semi-Furnished
38,1RKStudioApartment,380,Kandivali East,20000,1,0,a month,0,Semi-Furnished
39,2BHKApartment,850,Bandra West,65000,2,0,a month,0,Unfurnished
40,2BHKApartment,900,Andheri East,50000,2,0,11 days,0,Furnished
41,2BHKApartment,960,Badlapur East,9000,2,0,4 days,0,Semi-Furnished
42,1BHKApartment,596,Borivali East,26500,2,0,a day,0,Unfurnished
43,4BHKApartment,3600,Nerul,175000,2,0,a month,0,Semi-Furnished
44,3BHKApartment,2200,Mahalaxmi,280000,2,0,a month,0,Semi-Furnished
45,2BHKApartment,1075,Kanjurmarg,85000,2,0,a month,0,Furnished
46,3BHKApartment,1700,Seawoods,88000,3,0,a month,0,Semi-Furnished
47,1BHKApartment,650,Andheri West,52000,1,0,17 days,0,Furnished
48,1BHKApartment,550,Dombivali East,12000,1,0,18 days,0,Unfurnished
49,4BHKApartment,2100,Thane West,135000,3,0,a month,0,Unfurnished
50,1BHKApartment,715,Titwala,8500,1,0,2 months,0,Unfurnished
51,3BHKApartment,1568,Chembur,75000,2,0,18 days,0,Unfurnished
52,1BHKApartment,545,Vasai,9000,1,0,2 months,0,Semi-Furnished
53,1BHKApartment,685,Karanjade,7500,2,0,a month,0,Unfurnished
54,2BHKApartment,650,Thane West,33000,2,0,a month,0,Semi-Furnished
55,2BHKApartment,1208,Ulwe,16000,2,0,4 months,0,Semi-Furnished
56,1BHKApartment,550,Girgaon,60000,2,0,4 days,0,Semi-Furnished
57,1RKStudioApartment,350,Andheri East,27000,1,0,a month,0,Semi-Furnished
58,2BHKApartment,1000,Thane West,47000,2,0,a month,0,Semi-Furnished
59,2BHKApartment,875,Andheri East,64800,2,0,a month,0,Semi-Furnished
60,3BHKApartment,1100,Thane West,40000,3,0,a month,0,Semi-Furnished
61,2BHKApartment,900,Dombivali,15000,2,0,a month,0,Semi-Furnished
62,1BHKApartment,550,Malabar Hill,85000,1,0,4 months,0,Furnished
63,1BHKApartment,700,Thane West,21500,2,0,4 days,0,Furnished
64,2BHKApartment,810,Bandra West,110000,2,0,12 days,0,Semi-Furnished
65,2BHKApartment,1000,Chembur,75000,1,0,8 months,0,Unfurnished
66,2BHKApartment,500,Panvel,15000,1,0,a year,0,Unfurnished
67,4BHKApartment,3400,Dadar West,300000,5,0,a year,0,Semi-Furnished
68,2BHKApartment,1250,Andheri East,78000,2,0,a month,0,Unfurnished
69,2BHKApartment,800,Goregaon East,24000,2,0,13 days,0,Unfurnished
70,2BHKApartment,900,Mahim,80000,2,0,16 days,0,Furnished
71,2BHKApartment,1200,Andheri West,140000,2,0,a year,0,Furnished
72,1BHKApartment,550,Sanpada,25000,1,0,20 days,0,Unfurnished
73,2BHKApartment,1100,Andheri West,60000,2,0,a year,0,Unfurnished
74,3BHKApartment,1459,Goregaon East,95000,3,0,a month,0,Semi-Furnished
75,3BHKApartment,1350,Mulund West,75000,3,0,a month,0,Semi-Furnished
76,2BHKApartment,744,Thane West,37000,1,0,a year,0,Furnished
77,1BHKApartment,550,Powai,70000,2,0,a month,0,Furnished
78,1RKStudioApartment,400,Tardeo,32000,1,0,19 days,0,Semi-Furnished
79,3BHKApartment,1830,Kandivali East,80000,3,0,22 days,0,Semi-Furnished
80,1BHKApartment,645,Dombivali,9500,1,0,9 days,0,Unfurnished
81,2BHKApartment,800,Malad East,56000,2,0,2 months,0,Semi-Furnished
82,1BHKIndependentFloor,1500,Mulund West,15000,1,0,a month,0,Furnished
83,3BHKApartment,1800,Parel,155000,2,0,a month,0,Semi-Furnished
84,2BHKApartment,825,Thane West,25000,2,0,22 days,0,Semi-Furnished
85,1BHKApartment,580,Borivali West,35000,1,0,a month,0,Semi-Furnished
86,1BHKApartment,450,Kandivali East,28000,2,0,15 days,0,Furnished
87,1BHKApartment,600,Malad West,26900,2,0,a month,0,Unfurnished
88,2BHKApartment,1500,Kharghar,39000,2,0,21 days,0,Furnished
89,2BHKApartment,1100,Jogeshwari West,50000,2,0,2 months,0,Unfurnished
90,2BHKApartment,1100,Goregaon West,75000,2,0,a month,0,Unfurnished
91,1BHKApartment,685,Dombivali,8500,1,0,17 days,0,Semi-Furnished
92,1BHKApartment,615,Chembur,39000,1,0,a year,0,Unfurnished
93,1BHKApartment,650,Kamothe,15000,1,0,a year,0,Unfurnished
94,3BHKApartment,1800,Andheri East,130000,3,0,22 days,0,Semi-Furnished
95,2BHKApartment,980,Thane West,26500,2,0,a month,0,Unfurnished
96,4BHKApartment,4111,Bandra East,1000000,4,0,a year,0,Furnished
97,2BHKApartment,1000,Kharghar,38000,2,0,a month,0,Furnished
98,1BHKApartment,650,Thane West,26000,1,0,a month,0,Furnished
99,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
100,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
101,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
102,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
103,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
104,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
105,1RKStudioApartment,450,Badlapur East,3000,1,0,3 years,0,Unfurnished
106,1BHKApartment,600,Bandra West,55000,2,0,3 years,0,Furnished
107,1BHKApartment,600,Bandra West,55000,2,0,3 years,0,Furnished
108,1BHKApartment,510,Kharghar,9000,1,0,4 months,0,Unfurnished
109,1BHKApartment,600,Andheri East,50000,2,0,3 months,0,Furnished
110,2BHKApartment,1100,Kalamboli,24000,2,0,2 months,0,Furnished
111,2BHKApartment,1050,Kalamboli,20000,2,0,2 months,0,Unfurnished
112,2BHKApartment,1100,Kalamboli,18000,2,0,2 months,0,Unfurnished
113,4BHKApartment,2000,Kalamboli,70000,4,0,2 months,0,Furnished
114,3BHKApartment,1750,Kalamboli,32000,2,0,2 months,0,Semi-Furnished
115,2BHKApartment,825,Tardeo,75000,2,0,2 months,0,Unfurnished
116,2BHKApartment,1050,Kalamboli,19000,2,0,2 months,0,Unfurnished
117,2BHKApartment,1100,Kalamboli,20000,2,0,2 months,0,Unfurnished
118,3BHKApartment,1250,Kalamboli,25000,2,0,2 months,0,Semi-Furnished
119,3BHKApartment,1500,Kandivali East,64500,2,0,a month,0,Semi-Furnished
120,1RKStudioApartment,240,Powai,16000,1,0,a month,0,Unfurnished
121,2BHKApartment,950,Powai,80000,2,0,a month,0,Semi-Furnished
122,3BHKApartment,950,Jogeshwari West,85000,3,0,a month,0,Unfurnished
123,3BHKApartment,1800,Worli,275000,3,0,a month,0,Semi-Furnished
124,2BHKApartment,1058,Worli,160000,3,0,a month,0,Unfurnished
125,2BHKApartment,850,Andheri West,125000,2,0,a month,0,Furnished
126,4BHKApartment,3200,Malabar Hill,525000,4,0,a month,0,Semi-Furnished
127,2BHKApartment,800,Andheri West,75000,2,0,a month,0,Furnished
128,1BHKApartment,695,Dombivali East,10000,1,0,a month,0,Semi-Furnished
129,2BHKApartment,750,Andheri West,70000,2,0,a month,0,Unfurnished
130,3BHKApartment,1350,Andheri West,148000,3,0,a month,0,Furnished
131,1BHKApartment,450,Andheri West,51000,1,0,a month,0,Unfurnished
132,1BHKApartment,600,Andheri West,60000,2,0,a month,0,Furnished
133,1BHKApartment,550,Andheri West,50000,1,0,a month,0,Furnished
134,1BHKApartment,580,Andheri West,35000,1,0,a month,0,Unfurnished
135,1RKStudioApartment,350,Andheri West,27000,1,0,a month,0,Semi-Furnished
136,1RKStudioApartment,350,Andheri West,25000,1,0,a month,0,Furnished
137,1BHKApartment,700,Sanpada,17000,2,0,a month,0,Unfurnished
138,2BHKApartment,800,Andheri West,70000,2,0,a month,0,Semi-Furnished
139,1BHKApartment,630,Kanjurmarg,34000,2,0,a month,0,Unfurnished
140,4BHKApartment,2900,Worli,375000,4,0,a month,0,Furnished
141,2BHKApartment,650,Andheri West,50000,2,0,a month,0,Unfurnished
142,1BHKApartment,800,Andheri West,42000,1,0,a month,0,Unfurnished
143,1BHKApartment,500,Andheri West,55000,2,0,a month,0,Furnished
144,2BHKApartment,900,Ville Parle East,85000,2,0,a month,0,Unfurnished
145,1BHKApartment,580,Sanpada,25000,1,0,a month,0,Unfurnished
146,2BHKApartment,1200,Sanpada,60000,2,0,a month,0,Furnished
147,3BHKApartment,1300,Ville Parle East,120000,3,0,a month,0,Furnished
148,2BHKApartment,1150,Goregaon West,78000,2,0,a month,0,Semi-Furnished
149,3BHKApartment,1500,Malad East,100000,3,0,a month,0,Semi-Furnished
150,3BHKApartment,1700,Malad East,95000,3,0,a month,0,Semi-Furnished
151,3BHKApartment,1377,Jogeshwari East,120000,2,0,a month,0,Semi-Furnished
152,3BHKApartment,1800,Malad West,140000,3,0,a month,0,Semi-Furnished
153,3BHKApartment,2700,Powai,225000,3,0,a month,0,Furnished
154,2BHKApartment,1360,Vasai,22000,2,0,a month,0,Semi-Furnished
155,2BHKApartment,750,Mulund East,37000,2,0,a month,0,Unfurnished
156,2BHKApartment,900,Seawoods,35000,3,0,a month,0,Unfurnished
157,2BHKApartment,1000,Kandivali East,44000,2,0,a month,0,Unfurnished
158,2BHKApartment,1135,Kandivali East,55000,2,0,a month,0,Semi-Furnished
159,3BHKApartment,1300,Ville Parle East,120000,3,0,a month,0,Furnished
160,2BHKApartment,750,Bhandup West,40000,2,0,a month,0,Semi-Furnished
161,3BHKApartment,1800,Worli,275000,3,0,a month,0,Semi-Furnished
162,2BHKApartment,1058,Worli,160000,3,0,a month,0,Unfurnished
163,2BHKApartment,850,Andheri West,125000,2,0,a month,0,Furnished
164,4BHKApartment,3200,Malabar Hill,525000,4,0,a month,0,Semi-Furnished
165,2BHKApartment,800,Andheri West,75000,2,0,a month,0,Furnished
166,1BHKApartment,695,Dombivali East,10000,1,0,a month,0,Semi-Furnished
167,2BHKApartment,750,Andheri West,70000,2,0,a month,0,Unfurnished
168,3BHKApartment,1350,Andheri West,148000,3,0,a month,0,Furnished
169,1BHKApartment,450,Andheri West,51000,1,0,a month,0,Unfurnished
170,1BHKApartment,550,Kalyan West,11000,1,0,a month,0,Unfurnished
171,1BHKApartment,630,Kanjurmarg,34000,2,0,a month,0,Unfurnished
172,1BHKApartment,580,Sanpada,25000,1,0,a month,0,Unfurnished
173,2BHKApartment,1200,Sanpada,60000,2,0,a month,0,Furnished
174,2BHKApartment,900,Andheri East,65000,2,0,a month,0,Unfurnished
175,2BHKApartment,900,Powai,50000,2,0,a month,0,Unfurnished
176,2BHKApartment,1135,Kandivali East,55000,2,0,a month,0,Semi-Furnished
177,3BHKApartment,1200,Dadar East,145000,3,0,a month,0,Furnished
178,1BHKApartment,500,Andheri West,50000,2,0,a month,0,Semi-Furnished
179,2BHKApartment,865,Vikhroli,50000,2,0,a month,0,Semi-Furnished
180,2BHKApartment,865,Vikhroli,50000,2,0,a month,0,Semi-Furnished
181,2BHKApartment,950,Ghatkopar West,45000,2,0,21 days,0,Semi-Furnished
182,1BHKApartment,615,Ghatkopar East,30000,1,0,a month,0,Semi-Furnished
183,3BHKApartment,1200,Ville Parle East,120000,3,0,23 days,0,Unfurnished
184,2BHKApartment,1150,Andheri East,68000,2,0,21 days,0,Unfurnished
185,2BHKApartment,865,Vikhroli,50000,2,0,a month,0,Semi-Furnished
186,2BHKApartment,900,Ville Parle East,85000,2,0,22 days,0,Semi-Furnished
187,2BHKApartment,900,Ville Parle East,80000,2,0,20 days,0,Unfurnished
188,3BHKApartment,1235,Kandivali East,75000,2,0,18 days,0,Furnished
189,2BHKApartment,735,Vikhroli,40000,2,0,17 days,0,Semi-Furnished
190,1BHKApartment,600,Andheri East,50000,2,0,17 days,0,Furnished
191,1BHKApartment,630,Kanjurmarg,34000,2,0,a month,0,Unfurnished
192,1BHKApartment,800,Andheri West,42000,1,0,a month,0,Unfurnished
193,1BHKApartment,500,Andheri West,55000,2,0,a month,0,Furnished
194,3BHKApartment,1800,Worli,275000,3,0,a month,0,Semi-Furnished
195,2BHKApartment,1058,Worli,160000,3,0,a month,0,Unfurnished
196,2BHKApartment,850,Andheri West,125000,2,0,a month,0,Furnished
197,4BHKApartment,3200,Malabar Hill,525000,4,0,a month,0,Semi-Furnished
198,2BHKApartment,800,Andheri West,75000,2,0,a month,0,Furnished
199,2BHKApartment,780,Andheri West,70000,2,0,a month,0,Furnished
200,2BHKApartment,800,Andheri West,80000,2,0,a month,0,Furnished
201,1BHKApartment,800,Andheri West,42000,1,0,a month,0,Unfurnished
202,1BHKApartment,500,Andheri West,55000,2,0,a month,0,Furnished
203,2BHKApartment,900,Ville Parle East,80000,2,0,20 days,0,Unfurnished
204,3BHKApartment,1235,Kandivali East,75000,2,0,18 days,0,Furnished
205,2BHKApartment,830,Thane West,25000,2,0,13 days,0,Semi-Furnished
206,2BHKApartment,1150,Andheri East,68000,2,0,21 days,0,Unfurnished
207,2BHKApartment,830,Thane West,25000,2,0,14 days,0,Semi-Furnished
208,3BHKApartment,1440,Bhandup West,55000,2,0,14 days,0,Semi-Furnished
209,2BHKApartment,800,Thane West,32000,2,0,14 days,0,Semi-Furnished
210,3BHKApartment,1200,Ville Parle East,120000,3,0,23 days,0,Unfurnished
211,2BHKApartment,900,Ville Parle East,85000,2,0,22 days,0,Semi-Furnished
212,1BHKApartment,700,Bhandup West,32000,2,0,18 days,0,Semi-Furnished
213,3BHKApartment,1350,Bhandup West,55000,3,0,18 days,0,Unfurnished
214,2BHKApartment,735,Vikhroli,40000,2,0,17 days,0,Semi-Furnished
215,1BHKApartment,600,Andheri East,50000,2,0,17 days,0,Furnished
216,2BHKApartment,830,Thane West,25000,2,0,13 days,0,Semi-Furnished
217,2BHKApartment,830,Thane West,32000,2,0,14 days,0,Semi-Furnished
218,3BHKApartment,1100,Kandivali East,65000,2,0,12 days,0,Semi-Furnished
219,3BHKApartment,1100,Kandivali East,67000,2,0,12 days,0,Semi-Furnished
220,2BHKApartment,950,Ghatkopar West,45000,2,0,21 days,0,Semi-Furnished
221,2BHKApartment,700,Andheri West,72000,3,0,5 days,0,Unfurnished
222,1BHKApartment,585,Thane West,28000,2,0,9 days,0,Furnished
223,3BHKApartment,1450,Andheri East,105000,3,0,10 days,0,Furnished
224,1BHKApartment,620,Andheri East,47000,2,0,10 days,0,Furnished
225,1BHKApartment,635,Andheri East,45000,2,0,10 days,0,Unfurnished
226,2BHKApartment,900,Kandivali East,47000,2,0,a day,0,Furnished
227,3BHKApartment,1500,Borivali East,82000,3,0,a day,0,Unfurnished
228,2BHKApartment,950,Kandivali East,45000,2,0,a day,0,Unfurnished
229,1BHKApartment,598,Borivali East,27500,2,0,a day,0,Unfurnished
230,2BHKApartment,953,Kandivali East,43000,2,0,a day,0,Unfurnished
231,3BHKApartment,1352,Borivali East,59000,2,0,a day,0,Unfurnished
232,2BHKApartment,950,Kandivali East,65000,2,0,a day,0,Furnished
233,3BHKApartment,1450,Borivali East,73000,3,0,a day,0,Semi-Furnished
234,3BHKApartment,1470,Borivali East,75000,3,0,a day,0,Semi-Furnished
235,2BHKApartment,910,Kandivali East,47500,2,0,a day,0,Furnished
236,1BHKApartment,597,Borivali East,33000,2,0,a day,0,Furnished
237,3BHKApartment,1500,Borivali East,100000,3,0,a day,0,Semi-Furnished
238,1BHKApartment,590,Borivali East,33500,2,0,a day,0,Furnished
239,3BHKApartment,1550,Borivali East,98000,3,0,a day,0,Semi-Furnished
240,2BHKApartment,952,Kandivali East,63000,2,0,a day,0,Furnished
241,3BHKApartment,1550,Borivali East,85000,3,0,a day,0,Unfurnished
242,2BHKApartment,1100,Kandivali East,65000,2,0,a day,0,Unfurnished
243,2BHKApartment,1150,Kandivali East,64500,2,0,a day,0,Unfurnished
244,3BHKApartment,1350,Borivali East,62000,2,0,a day,0,Unfurnished
245,1BHKApartment,550,Goregaon East,27000,1,0,20 hours,0,Furnished
246,2BHKApartment,700,Andheri West,72000,3,0,5 days,0,Unfurnished
247,3BHKApartment,1750,Seawoods,85000,3,0,a month,0,Semi-Furnished
248,2BHKApartment,800,Andheri West,65000,2,0,a month,0,Furnished
249,1BHKApartment,610,Dombivali,12000,1,0,a month,0,Semi-Furnished
250,3BHKApartment,1150,Kalyan West,25000,2,0,a month,0,Furnished
251,3BHKApartment,1310,Kalyan West,27000,3,0,a month,0,Furnished
252,3BHKApartment,1550,Sanpada,70000,3,0,a month,0,Semi-Furnished
253,1BHKApartment,670,Dombivali East,12000,1,0,a month,0,Semi-Furnished
254,2BHKApartment,1050,Kalamboli,21000,2,0,2 months,0,Semi-Furnished
255,2BHKApartment,1050,Kalamboli,20000,2,0,2 months,0,Unfurnished
256,3BHKApartment,1100,Andheri West,110000,3,0,17 days,0,Unfurnished
257,2BHKApartment,950,Andheri West,85000,2,0,17 days,0,Unfurnished
258,2BHKApartment,1000,Andheri West,80000,2,0,17 days,0,Furnished
259,3BHKApartment,1500,Andheri West,125000,3,0,17 days,0,Furnished
260,4BHKApartment,1600,Andheri West,125000,4,0,17 days,0,Furnished
261,2BHKApartment,950,Andheri West,125000,2,0,17 days,0,Furnished
262,3BHKApartment,1500,Andheri West,280000,3,0,17 days,0,Furnished
263,2BHKApartment,1050,Andheri West,90000,2,0,17 days,0,Furnished
264,1BHKApartment,650,Dombivli (West),13000,1,0,a month,0,Semi-Furnished
265,2BHKApartment,1200,Andheri West,65000,2,0,a month,0,Furnished
266,1BHKApartment,550,vile parle west,50000,1,0,17 days,0,Furnished
267,1RKStudioApartment,350,Dombivali East,5000,1,0,18 days,0,Unfurnished
268,1BHKApartment,600,Dombivali East,6000,1,0,18 days,0,Unfurnished
269,1BHKApartment,580,Dombivali East,14000,1,0,18 days,0,Furnished
270,1BHKApartment,750,Dombivali,14000,2,0,18 days,0,Semi-Furnished
271,1RKStudioApartment,410,Dombivali East,5000,1,0,18 days,0,Semi-Furnished
272,1BHKApartment,550,Ville Parle East,48000,1,0,16 days,0,Unfurnished
273,1BHKApartment,600,vile parle west,55000,1,0,16 days,0,Furnished
274,2BHKApartment,650,Kandivali West,47000,2,0,2 months,0,Furnished
275,2BHKApartment,980,Worli,80000,2,0,20 days,0,Semi-Furnished
276,3BHKApartment,1500,Tardeo,105000,2,0,20 days,0,Furnished
277,2BHKApartment,1020,Prabhadevi,75000,2,0,20 days,0,Unfurnished
278,1BHKApartment,700,Cumballa Hill,100000,1,0,2 months,0,Furnished
279,3BHKApartment,1100,Tardeo,105000,3,0,2 months,0,Semi-Furnished
280,2BHKApartment,950,Tardeo,90000,2,0,2 months,0,Semi-Furnished
281,1BHKApartment,600,Thane West,18000,1,0,a month,0,Semi-Furnished
282,1BHKApartment,500,Ville Parle East,47000,1,0,a month,0,Unfurnished
283,2BHKApartment,950,Ville Parle East,85000,2,0,a month,0,Semi-Furnished
284,1BHKApartment,680,Dombivli (West),15000,1,0,a month,0,Semi-Furnished
285,2BHKApartment,2900,Bandra West,250000,4,0,15 days,0,Furnished
286,3BHKIndependentHouse,2000,Bandra West,99000,4,0,15 days,0,Semi-Furnished
287,1BHKApartment,700,Bandra West,50000,1,0,15 days,0,Furnished
288,1BHKApartment,1000,Bandra West,90000,1,0,15 days,0,Furnished
289,2BHKApartment,1500,Bandra West,199000,2,0,15 days,0,Semi-Furnished
290,3BHKApartment,1600,Bandra West,170000,2,0,15 days,0,Unfurnished
291,1BHKApartment,800,Bandra West,75000,2,0,15 days,0,Furnished
292,2BHKApartment,1500,Khar,135000,3,0,15 days,0,Furnished
293,1BHKApartment,585,Thane West,22000,1,0,13 days,0,Semi-Furnished
294,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
295,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
296,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
297,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
298,1BHKApartment,650,Titwala,7500,1,0,a month,0,Semi-Furnished
299,2BHKApartment,1050,Thane West,40000,2,0,a month,0,Furnished
300,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
301,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
302,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
303,1BHKApartment,530,Andheri East,32000,2,0,a month,0,Unfurnished
304,1BHKApartment,650,Titwala,7500,1,0,a month,0,Semi-Furnished
305,1BHKApartment,700,Colaba,90000,1,0,2 months,0,Furnished
306,1RKStudioApartment,450,Titwala,5000,1,0,2 months,0,Unfurnished
307,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
308,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
309,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
310,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
311,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
312,2BHKApartment,1100,Andheri East,55000,2,0,a month,0,Furnished
313,4BHKApartment,2000,Ville Parle East,210000,4,0,11 days,0,Semi-Furnished
314,4BHKApartment,2000,Ville Parle East,210000,4,0,11 days,0,Semi-Furnished
315,1BHKApartment,650,Titwala,6500,1,0,2 months,0,Unfurnished
316,2BHKApartment,840,Titwala,8500,2,0,2 months,0,Unfurnished
317,1BHKApartment,710,Titwala,8500,1,0,2 months,0,Unfurnished
318,1BHKApartment,640,Titwala,6500,1,0,2 months,0,Unfurnished
319,2BHKApartment,650,Nerul,17000,2,0,a month,0,Unfurnished
320,2BHKApartment,1200,Worli,120000,2,0,11 days,0,Semi-Furnished
321,3BHKApartment,1400,Andheri East,68000,2,0,2 months,0,Unfurnished
322,3BHKApartment,1400,Andheri East,70000,2,0,2 months,0,Furnished
323,3BHKApartment,1400,Andheri East,70000,2,0,2 months,0,Furnished
324,3BHKApartment,1400,Andheri East,70000,2,0,2 months,0,Furnished
325,2BHKApartment,1090,Titwala,12000,2,0,2 months,0,Unfurnished
326,1BHKApartment,750,Andheri East,39000,2,0,2 months,0,Semi-Furnished
327,1BHKApartment,680,Titwala,7500,1,0,2 months,0,Unfurnished
328,1BHKApartment,680,Titwala,7000,1,0,2 months,0,Unfurnished
329,2BHKApartment,900,Ville Parle East,85000,2,0,14 days,0,Unfurnished
330,1BHKApartment,550,Mulund East,24000,2,0,a month,0,Semi-Furnished
331,1BHKApartment,575,Dombivali,11000,1,0,a month,0,Semi-Furnished
332,2BHKApartment,800,vile parle west,95000,2,0,a month,0,Furnished
333,1BHKApartment,550,Andheri West,38000,1,0,a month,0,Unfurnished
334,2BHKApartment,1000,Kandivali East,50000,2,0,a month,0,Unfurnished
335,1BHKApartment,550,Mulund East,22000,2,0,a month,0,Semi-Furnished
336,2BHKApartment,750,Mulund East,35000,2,0,a month,0,Unfurnished
337,1BHKApartment,620,Vevoor,4500,2,0,a month,0,Semi-Furnished
338,2BHKApartment,800,Ulwe,16000,3,0,a month,0,Unfurnished
339,2BHKApartment,750,Mulund East,35000,2,0,a month,0,Unfurnished
340,1BHKApartment,550,Mulund East,22000,2,0,a month,0,Semi-Furnished
341,2BHKApartment,850,Powai,48000,2,0,19 days,0,Semi-Furnished
342,1BHKApartment,275,Dadar East,18500,1,0,19 days,0,Unfurnished
343,2BHKApartment,1100,Kanjurmarg East,55000,3,0,18 days,0,Furnished
344,2BHKApartment,800,vile parle west,75000,2,0,22 days,0,Unfurnished
345,1BHKApartment,750,Andheri East,38000,2,0,2 months,0,Semi-Furnished
346,1BHKApartment,700,Worli,80000,2,0,2 months,0,Furnished
347,2BHKApartment,650,Mulund East,30000,2,0,19 days,0,Unfurnished
348,1RKStudioApartment,400,Bandra West,16000,1,0,19 days,0,Unfurnished
349,1BHKApartment,600,Mulund East,30000,2,0,18 days,0,Unfurnished
350,3BHKApartment,1235,Kandivali East,73000,2,0,8 days,0,Furnished
351,2BHKApartment,1400,Chembur,60000,2,0,2 days,0,Semi-Furnished
352,2BHKApartment,650,Thane West,32000,2,0,14 days,0,Semi-Furnished
353,2BHKApartment,750,Thane West,40000,2,0,14 days,0,Furnished
354,2BHKApartment,530,Thane West,27000,2,0,10 days,0,Unfurnished
355,2BHKApartment,550,Thane West,34000,2,0,10 days,0,Semi-Furnished
356,2BHKApartment,550,Thane West,34000,2,0,10 days,0,Semi-Furnished
357,1BHKApartment,315,Thane West,20000,2,0,10 days,0,Unfurnished
358,1BHKApartment,315,Thane West,20000,2,0,10 days,0,Unfurnished
359,1BHKApartment,315,Thane West,20000,2,0,10 days,0,Unfurnished
360,2BHKApartment,750,Thane West,18000,2,0,10 days,0,Semi-Furnished
361,1BHKApartment,500,Ville Parle East,45000,1,0,12 days,0,Semi-Furnished
362,2BHKApartment,1200,Nerul,28000,3,0,a month,0,Furnished
363,2BHKApartment,1000,Nerul,30000,2,0,a month,0,Furnished
