,house_type,house_size,location,price,numBathrooms,numBalconies,verificationDate,SecurityDeposit,Status
983,1BHKApartment,520,Malad West,20000,1,0,22 days,0,Unfurnished
984,2BHKApartment,950,Ghansoli,45000,2,0,2 days,0,Semi-Furnished
985,2BHKApartment,850,Andheri West,75000,2,0,24 days,0,Unfurnished
986,3BHKApartment,1250,Malad West,70000,2,0,10 hours,0,Unfurnished
987,2BHKApartment,800,Kalyan West,20000,2,0,2 days,0,Unfurnished
988,1BHKApartment,550,Prabhadevi,52000,1,0,4 years,0,Semi-Furnished
989,1RKStudioApartment,415,Andheri East,30000,1,0,17 days,0,Furnished
990,2BHKApartment,1200,Ulwe,12000,2,0,4 years,0,Unfurnished
991,2BHKApartment,1250,Powai,85500,2,0,2 years,0,Semi-Furnished
992,2BHKApartment,850,Kalyan West,20000,2,0,20 days,0,Unfurnished
993,2BHKApartment,1100,Kalyan West,23000,2,0,23 days,0,Semi-Furnished
994,1RKStudioApartment,350,Jogeshwari West,17000,1,0,3 days,0,Unfurnished
995,2BHKApartment,700,Andheri West,60000,2,0,3 days,0,Unfurnished
996,1BHKApartment,585,Jogeshwari East,29000,2,0,2 months,0,Semi-Furnished
997,1BHKApartment,585,Boisar,5000,2,0,4 years,0,Semi-Furnished
998,1BHKApartment,485,Andheri East,32000,1,0,2 months,0,Furnished
999,1BHKApartment,450,Andheri East,25000,1,0,22 days,0,Semi-Furnished
1000,1BHKApartment,585,Jogeshwari East,30000,2,0,22 days,0,Furnished
1001,2BHKApartment,1050,Goregaon West,65000,2,0,a day,0,Unfurnished
1002,3BHKApartment,1300,Goregaon West,85000,3,0,10 hours,0,Unfurnished
1003,3BHKApartment,1350,Thane West,45000,2,0,a month,0,Furnished
1004,2BHKApartment,950,Kalyan West,18000,2,0,21 hours,0,Semi-Furnished
1005,3BHKApartment,1050,Kalyan West,24000,2,0,21 hours,0,Unfurnished
1006,1RKStudioApartment,390,Andheri East,25000,1,0,a month,0,Furnished
1007,2BHKApartment,1000,Malad West,65000,2,0,2 months,0,Furnished
1008,3BHKApartment,1500,Malad West,90000,3,0,10 hours,0,Unfurnished
1009,2BHKApartment,1100,Malad West,60000,2,0,11 hours,0,Furnished
1010,1BHKApartment,660,Thane West,16000,1,0,3 years,0,Semi-Furnished
1011,1BHKApartment,550,Jogeshwari West,30000,2,0,a year,0,Unfurnished
1012,1BHKApartment,550,Kandivali West,32000,2,0,18 hours,0,Semi-Furnished
1013,2BHKApartment,850,Kalyan West,22000,2,0,6 days,0,Furnished
1014,2BHKApartment,850,Chembur,47000,2,0,a year,0,Unfurnished
1015,2BHKApartment,650,Malabar Hill,130000,1,0,a year,0,Furnished
1016,1BHKApartment,500,Malad West,18000,1,0,25 days,0,Unfurnished
1017,1BHKApartment,420,Malad West,19000,1,0,a month,0,Unfurnished
1018,1BHKApartment,520,Malad West,28000,2,0,3 days,0,Semi-Furnished
1019,1BHKApartment,600,Malad West,38000,1,0,21 days,0,Semi-Furnished
1020,2BHKApartment,965,Dombivali,10500,2,0,2 years,0,Unfurnished
1021,2BHKApartment,800,Thane West,17500,2,0,2 years,0,Semi-Furnished
1022,2BHKApartment,980,Hiranandani Estates,22000,2,0,2 years,0,Semi-Furnished
1023,2BHKApartment,885,Goregaon West,55000,2,0,11 hours,0,Semi-Furnished
1024,3BHKApartment,1300,Malad West,80000,3,0,10 hours,0,Semi-Furnished
1025,2BHKApartment,1100,Kalyan East,16000,2,0,3 days,0,Semi-Furnished
1026,4BHKApartment,2107,Wadala,290000,4,0,a year,0,Semi-Furnished
1027,1BHKApartment,650,Colaba,75000,1,0,3 years,0,Semi-Furnished
1028,2BHKApartment,1335,Parel,160000,2,0,2 years,0,Semi-Furnished
1029,2BHKApartment,1010,Kalyan East,15000,2,0,11 hours,0,Unfurnished
1030,3BHKApartment,1460,Kalyan West,35000,2,0,10 hours,0,Semi-Furnished
1031,2BHKApartment,992,Kalyan West,24000,2,0,10 hours,0,Unfurnished
1032,1BHKApartment,670,Kalyan East,13000,2,0,10 hours,0,Semi-Furnished
1033,2BHKApartment,989,Kalyan West,26000,2,0,11 hours,0,Furnished
1034,2BHKApartment,910,Kalyan East,9000,2,0,16 hours,0,Unfurnished
1035,2BHKApartment,1200,Marine Lines,150000,2,0,3 years,0,Furnished
1036,3BHKIndependentHouse,2000,Cuffe Parade,400000,4,0,3 years,0,Semi-Furnished
1037,3BHKApartment,1200,Cuffe Parade,150000,3,0,3 years,0,Furnished
1038,3BHKApartment,1200,Cumballa Hill,150000,3,0,3 years,0,Furnished
1039,4BHKApartment,2200,Malabar Hill,400000,4,0,3 years,0,Furnished
1040,1RKStudioApartment,500,Colaba,40000,1,0,3 years,0,Furnished
1041,1BHKApartment,800,Churchgate,75000,1,0,3 years,0,Furnished
1042,2BHKApartment,1200,Goregaon West,75000,2,0,11 hours,0,Semi-Furnished
1043,2BHKApartment,1000,Mira Road East,25000,2,0,15 days,0,Furnished
1044,2BHKApartment,1050,Mira Road East,25000,2,0,15 days,0,Semi-Furnished
1045,2BHKApartment,995,Mira Road East,23000,2,0,15 days,0,Semi-Furnished
1046,2BHKApartment,920,Mira Road East,22000,2,0,15 days,0,Semi-Furnished
1047,2BHKApartment,995,Mira Road East,26000,2,0,15 days,0,Furnished
1048,3BHKApartment,1380,Chembur,105000,3,0,a year,0,Furnished
1049,3BHKApartment,1150,Chembur,90000,4,0,a year,0,Semi-Furnished
1050,3BHKApartment,1650,Chembur,115000,3,0,a year,0,Unfurnished
1051,2BHKApartment,836,Thane West,38000,2,0,a year,0,Semi-Furnished
1052,2BHKApartment,670,Thane West,35000,2,0,a year,0,Furnished
1053,2BHKApartment,950,Dombivali,20000,2,0,16 days,0,Semi-Furnished
1054,2BHKApartment,850,Chembur,57000,2,0,a year,0,Unfurnished
1055,2BHKIndependentHouse,1300,Kalyan West,14000,2,0,a day,0,Semi-Furnished
1056,2BHKApartment,850,Kalyan West,17000,2,0,23 days,0,Semi-Furnished
1057,2BHKApartment,1015,Kalyan East,13000,2,0,18 days,0,Semi-Furnished
1058,1BHKApartment,610,Andheri East,43000,2,0,13 days,0,Furnished
1059,1BHKApartment,625,Thane West,12500,1,0,2 years,0,Furnished
1060,2BHKApartment,903,Thane West,14000,2,0,2 years,0,Unfurnished
1061,1BHKApartment,624,Thane West,15999,2,0,2 years,0,Furnished
1062,1BHKApartment,700,Powai,28000,1,0,3 years,0,Furnished
1063,1BHKApartment,520,Malad West,22000,1,0,11 days,0,Unfurnished
1064,2BHKApartment,900,Deonar,58000,2,0,a year,0,Semi-Furnished
1065,1BHKApartment,600,Chembur,40000,2,0,a year,0,Semi-Furnished
1066,2BHKApartment,650,Dombivli (West),16000,2,0,2 months,0,Semi-Furnished
1067,2BHKApartment,900,Chembur,68000,2,0,a month,0,Unfurnished
1068,2BHKApartment,850,Deonar,85000,2,0,a month,0,Semi-Furnished
1069,2BHKApartment,850,Deonar,70000,2,0,a month,0,Unfurnished
1070,1BHKApartment,600,Kurla,38000,1,0,a month,0,Semi-Furnished
1071,3BHKApartment,1400,Chembur,85000,3,0,a month,0,Unfurnished
1072,3BHKApartment,1100,Chembur,75000,2,0,a month,0,Semi-Furnished
1073,2BHKApartment,1000,Chembur,60000,2,0,a month,0,Unfurnished
1074,2BHKApartment,700,Wadala,62000,2,0,a month,0,Semi-Furnished
1075,2BHKApartment,650,Kurla,50000,2,0,a month,0,Semi-Furnished
1076,2BHKApartment,750,Kurla,62900,2,0,a month,0,Semi-Furnished
1077,1BHKApartment,800,Wadala,75000,1,0,a month,0,Semi-Furnished
1078,1BHKApartment,600,Kurla,35000,2,0,a month,0,Semi-Furnished
1079,2BHKApartment,1400,Wadala,110000,2,0,a month,0,Furnished
1080,1BHKApartment,650,Kurla,50000,1,0,a month,0,Semi-Furnished
1081,2BHKApartment,800,Wadala,62000,2,0,a month,0,Semi-Furnished
1082,2BHKApartment,900,Wadala,85000,2,0,a month,0,Semi-Furnished
1083,2BHKApartment,700,Kurla East,58000,2,0,a month,0,Semi-Furnished
1084,2BHKApartment,1000,Kurla East,45000,2,0,a month,0,Semi-Furnished
1085,2BHKApartment,850,Kurla,60000,2,0,a month,0,Semi-Furnished
1086,2BHKApartment,1000,Chembur,55000,2,0,a month,0,Unfurnished
1087,2BHKApartment,950,Chembur,85000,2,0,a month,0,Furnished
1088,3BHKApartment,1100,Sion,75000,3,0,a month,0,Semi-Furnished
1089,2BHKApartment,900,Chembur,55000,2,0,a month,0,Unfurnished
1090,3BHKApartment,1500,Chembur,95000,3,0,a month,0,Unfurnished
1091,1BHKApartment,550,Chembur,41000,2,0,a month,0,Unfurnished
1092,1BHKApartment,500,Chembur,40000,1,0,a month,0,Semi-Furnished
1093,2BHKApartment,750,Chembur,55000,2,0,a month,0,Unfurnished
1094,2BHKApartment,750,Chembur,55000,2,0,a month,0,Unfurnished
1095,1BHKApartment,550,Chembur,40500,2,0,a month,0,Unfurnished
1096,2BHKApartment,850,Chembur,68000,2,0,a month,0,Unfurnished
1097,3BHKApartment,1300,Chembur,75000,2,0,a month,0,Unfurnished
1098,2BHKApartment,1200,Chembur,55000,2,0,a month,0,Semi-Furnished
1099,2BHKApartment,1100,Govandi,61000,2,0,a month,0,Unfurnished
1100,2BHKApartment,820,Chembur,55000,2,0,a month,0,Semi-Furnished
1101,3BHKApartment,1100,Wadala,150000,2,0,a month,0,Unfurnished
1102,2BHKApartment,900,Kurla,48000,2,0,a month,0,Semi-Furnished
1103,1BHKApartment,550,Chembur,42000,1,0,a month,0,Semi-Furnished
1104,1BHKApartment,700,Chembur,45000,1,0,a month,0,Semi-Furnished
1105,2BHKApartment,800,Chembur,65000,1,0,a month,0,Unfurnished
1106,2BHKApartment,850,Chembur,62000,2,0,a month,0,Unfurnished
1107,2BHKApartment,950,Deonar,78000,2,0,a month,0,Unfurnished
1108,2BHKApartment,750,Tilak Nagar,65000,2,0,a month,0,Furnished
1109,2BHKApartment,1000,Chembur,65000,2,0,a month,0,Unfurnished
1110,2BHKApartment,1200,Wadala,75000,2,0,a month,0,Furnished
1111,1RKStudioApartment,225,Malad West,11000,1,0,2 days,0,Unfurnished
1112,1RKStudioApartment,225,Malad West,10000,1,0,2 days,0,Unfurnished
1113,2BHKApartment,1150,Chembur,66000,2,0,a year,0,Unfurnished
1114,1BHKApartment,550,Dombivli (West),15000,1,0,2 months,0,Furnished
1115,2BHKApartment,1000,Kalyan West,20000,2,0,22 days,0,Semi-Furnished
1116,1RKStudioApartment,300,Andheri East,16500,1,0,20 days,0,Furnished
1117,1BHKApartment,600,Andheri East,40000,2,0,12 days,0,Furnished
1118,1BHKApartment,600,Andheri East,40000,2,0,12 days,0,Furnished
1119,1BHKApartment,550,Thane West,25000,2,0,a year,0,Semi-Furnished
1120,2BHKApartment,1100,Malad West,55000,2,0,10 hours,0,Unfurnished
1121,2BHKApartment,950,Goregaon West,48000,2,0,10 hours,0,Unfurnished
1122,2BHKApartment,1100,Malad West,75000,2,0,10 hours,0,Semi-Furnished
1123,3BHKApartment,1500,Malad West,85000,3,0,11 hours,0,Furnished
1124,2BHKApartment,850,Goregaon West,55000,2,0,10 hours,0,Unfurnished
1125,2BHKApartment,900,Goregaon West,60000,2,0,11 hours,0,Unfurnished
1126,2BHKApartment,1100,Malad West,60000,2,0,a day,0,Semi-Furnished
1127,3BHKApartment,1200,Malad West,72000,3,0,a day,0,Unfurnished
1128,2BHKApartment,1150,Goregaon West,75000,2,0,11 hours,0,Semi-Furnished
1129,2BHKApartment,900,Malad West,50000,2,0,11 hours,0,Unfurnished
1130,3BHKApartment,1500,Malad West,115000,4,0,10 hours,0,Semi-Furnished
1131,2BHKApartment,1100,Malad West,67000,2,0,11 hours,0,Furnished
1132,2BHKApartment,1200,Malad West,75000,2,0,11 hours,0,Semi-Furnished
1133,3BHKApartment,1600,Goregaon West,110000,3,0,11 hours,0,Unfurnished
1134,3BHKApartment,1200,Goregaon West,80000,2,0,11 hours,0,Semi-Furnished
1135,2BHKApartment,950,Malad West,60000,2,0,10 hours,0,Semi-Furnished
1136,2BHKApartment,950,Malad West,55000,2,0,11 hours,0,Unfurnished
1137,2BHKApartment,1100,Goregaon West,70000,2,0,10 hours,0,Semi-Furnished
1138,1BHKApartment,555,Santosh Nagar,10000,1,0,a month,0,Unfurnished
1139,4BHKIndependentFloor,1600,Chembur,115000,4,0,a year,0,Semi-Furnished
1140,2BHKApartment,1050,Chembur,58000,2,0,a year,0,Semi-Furnished
1141,6BHKVilla,4500,Chembur,225000,6,0,a year,0,Semi-Furnished
1142,1BHKApartment,700,Chembur,42500,1,0,a year,0,Unfurnished
1143,1BHKApartment,600,Wadala,65000,1,0,a year,0,Semi-Furnished
1144,2BHKApartment,850,Chembur,50000,2,0,a year,0,Semi-Furnished
1145,1BHKApartment,600,Andheri East,40000,2,0,11 days,0,Furnished
1146,1BHKApartment,600,Borivali West,32000,1,0,11 hours,0,Unfurnished
1147,3BHKApartment,1200,Goregaon East,45000,3,0,16 days,0,Furnished
1148,2BHKApartment,981,Goregaon East,29000,2,0,16 days,0,Furnished
1149,2BHKApartment,800,Goregaon East,23000,2,0,16 days,0,Unfurnished
1150,1BHKApartment,620,Kalyan East,10000,2,0,16 days,0,Semi-Furnished
1151,1BHKApartment,600,Andheri East,44000,2,0,13 days,0,Furnished
1152,1BHKApartment,600,Andheri East,45000,1,0,13 days,0,Furnished
1153,2BHKApartment,750,Malad West,75000,2,0,21 days,0,Unfurnished
1154,2BHKApartment,1120,Malad West,60500,2,0,21 days,0,Semi-Furnished
1155,1BHKApartment,620,Malad West,38000,2,0,21 days,0,Furnished
1156,2BHKApartment,980,Goregaon West,72000,2,0,21 days,0,Semi-Furnished
1157,2BHKApartment,1100,Malad West,53000,2,0,21 days,0,Unfurnished
1158,2BHKApartment,1120,Malad West,43000,2,0,21 days,0,Semi-Furnished
1159,1BHKApartment,550,Malad West,35000,2,0,21 days,0,Unfurnished
1160,3BHKApartment,1350,Malad West,80000,3,0,21 days,0,Semi-Furnished
1161,3BHKApartment,1130,Malad West,75000,3,0,21 days,0,Semi-Furnished
1162,1BHKApartment,540,Andheri East,24000,1,0,18 days,0,Furnished
1163,3BHKApartment,2500,Andheri West,180000,4,0,17 days,0,Furnished
1164,2BHKApartment,1200,Jogeshwari West,59000,2,0,6 days,0,Furnished
1165,2BHKApartment,1100,Jogeshwari West,45000,3,0,a month,0,Unfurnished
1166,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Unfurnished
1167,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Unfurnished
1168,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Unfurnished
1169,3BHKApartment,1100,Mulund West,63000,3,0,a year,0,Semi-Furnished
1170,2BHKApartment,830,Kanjurmarg,42000,2,0,2 years,0,Semi-Furnished
1171,2BHKApartment,850,Kanjurmarg,45000,2,0,3 years,0,Furnished
1172,2BHKApartment,780,Kanjurmarg,48000,2,0,a year,0,Unfurnished
1173,3BHKApartment,1200,Mulund West,70000,3,0,2 years,0,Semi-Furnished
1174,3BHKApartment,1063,Mulund West,67000,3,0,a year,0,Semi-Furnished
1175,3BHKApartment,1500,matunga east,190000,3,0,a year,0,Furnished
1176,2BHKApartment,900,Vikhroli,38000,2,0,3 years,0,Unfurnished
1177,4BHKApartment,1700,Mulund West,80000,4,0,3 years,0,Unfurnished
1178,1BHKApartment,600,Vikhroli,30000,2,0,3 years,0,Semi-Furnished
1179,3BHKApartment,950,Kanjurmarg,40000,3,0,3 years,0,Semi-Furnished
1180,2BHKApartment,950,Kanjurmarg,45000,2,0,3 years,0,Furnished
1181,2BHKApartment,900,Dadar West,55000,2,0,3 years,0,Unfurnished
1182,4BHKApartment,2200,Mulund West,65000,5,0,3 years,0,Unfurnished
1183,2BHKApartment,950,Mulund West,42000,2,0,3 years,0,Unfurnished
1184,2BHKApartment,950,Mulund West,42000,2,0,3 years,0,Unfurnished
1185,2BHKApartment,950,Mulund West,42000,2,0,3 years,0,Unfurnished
1186,2BHKApartment,950,Mulund West,42000,2,0,3 years,0,Unfurnished
1187,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1188,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1189,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1190,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1191,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1192,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1193,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1194,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1195,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1196,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1197,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1198,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1199,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1200,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1201,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1202,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1203,2BHKApartment,900,Dadar East,60000,2,0,3 years,0,Furnished
1204,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1205,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1206,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1207,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1208,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1209,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1210,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1211,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1212,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1213,1BHKApartment,550,MATUNGA WEST,40000,2,0,3 years,0,Unfurnished
1214,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1215,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1216,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1217,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1218,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1219,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1220,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1221,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1222,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1223,3BHKApartment,1050,Bhandup West,70000,3,0,3 years,0,Unfurnished
1224,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1225,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1226,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1227,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1228,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1229,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1230,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1231,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1232,3BHKApartment,950,Mulund West,50000,2,0,3 years,0,Unfurnished
1233,3BHKApartment,950,Mulund West,50000,2,0,3 years,0,Unfurnished
1234,3BHKApartment,950,Mulund West,50000,2,0,3 years,0,Unfurnished
1235,2BHKApartment,850,Bhandup West,45000,2,0,3 years,0,Furnished
1236,3BHKApartment,950,Mulund West,50000,2,0,3 years,0,Unfurnished
1237,2BHKApartment,850,Bhandup West,25000,2,0,3 years,0,Semi-Furnished
1238,2BHKApartment,850,Bhandup West,25000,2,0,3 years,0,Semi-Furnished
1239,2BHKApartment,850,Bhandup West,25000,2,0,3 years,0,Semi-Furnished
1240,2BHKApartment,850,Bhandup West,25000,2,0,3 years,0,Semi-Furnished
1241,2BHKApartment,900,Mulund West,45000,2,0,3 years,0,Semi-Furnished
1242,2BHKApartment,900,Mulund West,45000,2,0,3 years,0,Semi-Furnished
1243,2BHKApartment,900,Mulund West,45000,2,0,3 years,0,Semi-Furnished
1244,2BHKApartment,900,Mulund West,45000,2,0,3 years,0,Semi-Furnished
1245,2BHKApartment,850,Bhandup West,27000,1,0,3 years,0,Furnished
1246,2BHKApartment,850,Bhandup West,27000,1,0,3 years,0,Furnished
1247,2BHKApartment,850,Bhandup West,27000,1,0,3 years,0,Furnished
1248,3BHKApartment,1500,Bhandup West,50000,2,0,3 years,0,Furnished
1249,3BHKApartment,1250,Bhandup West,50000,4,0,3 years,0,Unfurnished
1250,2BHKApartment,750,Bhandup West,35000,2,0,3 years,0,Unfurnished
1251,2BHKApartment,750,Bhandup West,35000,2,0,3 years,0,Unfurnished
1252,2BHKApartment,850,Kanjurmarg,45000,2,0,3 years,0,Semi-Furnished
1253,2BHKApartment,850,Kanjurmarg,45000,2,0,3 years,0,Semi-Furnished
1254,2BHKApartment,850,Kanjurmarg,45000,2,0,3 years,0,Semi-Furnished
1255,3BHKApartment,1380,Bhandup West,57000,2,0,3 years,0,Unfurnished
1256,2BHKApartment,850,Bhandup West,40000,2,0,3 years,0,Semi-Furnished
1257,2BHKApartment,850,Bhandup West,40000,2,0,3 years,0,Semi-Furnished
1258,2BHKApartment,850,Bhandup West,40000,2,0,3 years,0,Semi-Furnished
1259,3BHKApartment,1500,Bhandup West,50000,2,0,3 years,0,Furnished
1260,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1261,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1262,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1263,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1264,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1265,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1266,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1267,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1268,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1269,2BHKApartment,900,Ville Parle East,28000,1,0,3 years,0,Unfurnished
1270,2BHKApartment,900,Ville Parle East,28000,1,0,3 years,0,Unfurnished
1271,2BHKApartment,900,Ville Parle East,28000,1,0,3 years,0,Unfurnished
1272,2BHKApartment,900,Ville Parle East,28000,1,0,3 years,0,Unfurnished
1273,2BHKApartment,900,Ville Parle East,28000,2,0,3 years,0,Unfurnished
1274,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1275,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1276,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1277,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1278,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1279,2BHKApartment,900,Ville Parle East,28000,2,0,3 years,0,Unfurnished
1280,2BHKApartment,900,Ville Parle East,65000,2,0,3 years,0,Furnished
1281,1BHKApartment,510,Vikhroli,28000,1,0,3 years,0,Unfurnished
1282,1BHKApartment,550,Vikhroli,28000,2,0,3 years,0,Unfurnished
1283,1BHKApartment,550,Vikhroli,28000,2,0,3 years,0,Unfurnished
1284,1BHKApartment,550,Vikhroli,28000,2,0,3 years,0,Unfurnished
1285,1BHKApartment,550,Vikhroli,28000,2,0,3 years,0,Unfurnished
1286,1BHKApartment,550,Vikhroli,28000,2,0,3 years,0,Unfurnished
1287,4BHKApartment,1600,Bhandup West,70000,4,0,3 years,0,Furnished
1288,4BHKApartment,1600,Bhandup West,70000,4,0,3 years,0,Furnished
1289,4BHKApartment,1600,Bhandup West,70000,4,0,3 years,0,Furnished
1290,4BHKApartment,1600,Bhandup West,70000,4,0,3 years,0,Furnished
1291,4BHKApartment,1600,Bhandup West,70000,4,0,3 years,0,Furnished
1292,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1293,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1294,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1295,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1296,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1297,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1298,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1299,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1300,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1301,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1302,2BHKApartment,830,Bhandup West,35000,2,0,3 years,0,Furnished
1303,3BHKApartment,1100,Mulund West,53000,3,0,3 years,0,Unfurnished
1304,3BHKApartment,1100,Mulund West,53000,3,0,3 years,0,Unfurnished
1305,3BHKApartment,1100,Mulund West,53000,3,0,3 years,0,Unfurnished
1306,2BHKApartment,900,Kalyan West,20000,2,0,14 days,0,Semi-Furnished
1307,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1308,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1309,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1310,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1311,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1312,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1313,2BHKApartment,830,Bhandup West,31000,2,0,3 years,0,Furnished
1314,2BHKApartment,830,Bhandup West,27000,2,0,3 years,0,Semi-Furnished
1315,2BHKApartment,830,Bhandup West,27000,2,0,3 years,0,Semi-Furnished
1316,2BHKApartment,830,Bhandup West,27000,2,0,3 years,0,Semi-Furnished
1317,3BHKApartment,1500,Chembur,85000,3,0,a year,0,Semi-Furnished
1318,1BHKApartment,600,Andheri West,30000,1,0,14 hours,0,Furnished
1319,1BHKApartment,500,Jogeshwari West,26000,1,0,11 hours,0,Semi-Furnished
1320,1BHKApartment,400,Andheri West,26000,1,0,11 hours,0,Unfurnished
1321,2BHKApartment,950,Powai,68000,2,0,3 years,0,Unfurnished
1322,2BHKApartment,1100,Jogeshwari West,56000,2,0,9 days,0,Semi-Furnished
1323,3BHKApartment,1500,Kharghar,38000,3,0,2 years,0,Furnished
1324,2BHKApartment,1250,Andheri East,85000,2,0,10 days,0,Furnished
1325,2BHKApartment,700,Goregaon West,45000,2,0,11 hours,0,Unfurnished
1326,3BHKApartment,1350,Worli,190000,2,0,2 years,0,Semi-Furnished
1327,2BHKApartment,1350,Wadala,86000,2,0,2 years,0,Semi-Furnished
1328,3BHKApartment,1400,Lower Parel,166000,2,0,2 years,0,Semi-Furnished
1329,4BHKApartment,1760,Chembur,100000,4,0,2 years,0,Semi-Furnished
1330,3BHKApartment,2050,Worli,180000,2,0,2 years,0,Semi-Furnished
1331,1BHKApartment,480,Vikhroli,52000,1,0,a year,0,Semi-Furnished
1332,3BHKApartment,1650,Worli,300000,2,0,2 years,0,Semi-Furnished
1333,4BHKApartment,1550,Worli,360000,3,0,2 years,0,Semi-Furnished
1334,4BHKApartment,4000,Worli,605000,3,0,2 years,0,Semi-Furnished
